col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
0.0,11.788926,10.69845,10.69845,11.51,11.88,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,10.83,9.828225,9.828225,12.45,10.83,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
152.5,15.5748,14.134131,14.134131,20.1,15.67,47503.14,43109.09955,43109.09955,61305.0,47793.5,0,0,0,0,0
0.0,6.3,6.3,6.3,5.99,6.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
49.3333333333333,17.993444,16.32905,16.32905,24.34,16.1805,5326.059424,4833.3988,4833.3988,7204.64,4789.428,0,0,0,0,0
0.00333333333333333,8.600074,7.804567,7.804567,11.88,8.6,0.4300037,0.39022835,0.39022835,0.594,0.43,0,0,0,0,0
0.0,12.51,11.352825,11.352825,15.89,12.51,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
28.5,6.550995,6.084746,6.084746,8.35,4.710833,4480.88058,4161.966264,4161.966264,5711.4,3222.209772,0,0,0,0,0
0.0,12.94642,12.007776,12.007776,23.44,9.225,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,33.616846,31.179551,31.179551,55.37,24.223333,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1109.69444444444,1.673857,1.553626,1.553622,2.39,1.228056,66868.913293,62065.805074,62065.645278,95478.11,49059.609144,0,0,0,0,0
0.0,31.073022,28.701738,28.701738,45.38,23.305,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,7.376637,7.314056,7.314056,10.36,6.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0416666666666667,8.0,8.0,8.0,14.35,0.0,8.0,8.0,8.0,14.35,0.0,0,0,0,0,0
5e-05,3.7,3.7,3.7,5.94,0.0,0.0037,0.0037,0.0037,0.00594,0.0,0,0,0,0,0
0.509583333333333,32.5,32.5,32.5,38.69,32.5,397.475,397.475,397.475,473.1787,397.475,0,0,0,0,0
0.25,11.249766,10.209162,10.209162,12.93,12.0,56.24883,51.04581,51.04581,64.65,60.0,0,0,0,0,0
7.69230769230769e-05,2.191244,2.191244,2.191244,6.25,4.63,0.002191244,0.002191244,0.002191244,0.00625,0.00463,0,0,0,0,0
13.0,14.016476,12.719952,12.719952,18.11,14.1,3644.28376,3307.18752,3307.18752,4708.6,3666.0,0,0,0,0,0
0.666666666666667,15.659636,15.659636,15.659636,16.99,15.5,626.38544,626.38544,626.38544,679.6,620.0,0,0,0,0,0
